Title,Abstract
Recent advances in the microbial production and recovery of apolar molecules,"Several apolar molecules of interest for the production of fuels and chemicals can nowadays be produced by fermentation. Those secreted from the microbial cell are of particular interest for large scale bioprocessing, since they allow for cell reuse, in situ product recovery and competitive production levels. So far, however, bioprocess strategies for fermentation and product recovery have been developed for addressing needs at the laboratory scale, rather than the process scale. Most commonly used strategies include extractive fermentations, product stripping in the gas phase, and off-line de-emulsification followed by intensive centrifugation. At the same time, current techno-economic studies at process scale have demonstrated the absolute need for significant improvements in both microorganism and process technology, for these processes to become competitive."
Regulation of floral scent production in petunia revealed by targeted metabolomics,"Abstract

Petunia hybrida line W115 (Mitchell) has large white flowers that produce a pleasant fragrance. By applying solid phase micro extraction (SPME) techniques coupled to GC–MS analysis, volatile emission was monitored in vivo using a targeted metabolomics approach. Mature flowers released predominantly benzenoid compounds of which benzaldehyde, phenylacetaldehyde, methylbenzoate, phenylethylalcohol, iso-eugenol and benzylbenzoate were most abundant. This emission had a circadian rhythm reaching its maximum at dusk. During petal limb expansion two sesquiterpenes were emitted by the petunia flowers, tentatively identified as germacrene D and cadina-3,9-diene. In vitro analysis showed that the petal limbs and stigma were the main producers of the benzenoids and sesquiterpenes, respectively. Moreover, comparison of in vivo and in vitro analysis indicated that volatiles were not stored during periods of low emission but rather were synthesized de novo. DNA-microarray analysis revealed that genes of the pathways leading to the production of volatile benzenoids were upregulated late during the day, preceding the increase of volatile emission. RNA-gel blot analyses confirmed that the levels of phenylalanine ammonia lyase (PAL) and S-adenosyl methionine (SAM) synthase transcripts increased towards the evening. Our results suggest that the circadian production of volatile benzenoids in petunia W115 is, at least partly, regulated at the transcript level."
Remodeling the isoprenoid pathway in tobacco by expressing the cytoplasmic mevalonate pathway in chloroplasts,"Abstract

Metabolic engineering to enhance production of isoprenoid metabolites for industrial and medical purposes is an important goal. The substrate for isoprenoid synthesis in plants is produced by the mevalonate pathway (MEV) in the cytosol and by the 2-C-methyl-d-erythritol 4-phosphate (MEP) pathway in plastids. A multi-gene approach was employed to insert the entire cytosolic MEV pathway into the tobacco chloroplast genome. Molecular analysis confirmed the site-specific insertion of seven transgenes and homoplasmy. Functionality was demonstrated by unimpeded growth on fosmidomycin, which specifically inhibits the MEP pathway. Transplastomic plants containing the MEV pathway genes accumulated higher levels of mevalonate, carotenoids, squalene, sterols, and triacyglycerols than control plants. This is the first time an entire eukaryotic pathway with six enzymes has been transplastomically expressed in plants. Thus, we have developed an important tool to redirect metabolic fluxes in the isoprenoid biosynthesis pathway and a viable multigene strategy for engineering metabolism in plants."
Resin-based defenses in conifers,"Abstract

Bark beetle infestation and associated fungal infection are a serious disease problem in conifer species. Conifers have evolved elaborate, constitutive and inducible, terpene-based defense mechanisms to deter insect pests and their symbiotic fungal pathogens. This process involves the secretion of oleoresin, a complex mixture of monoterpenes, sesquiterpenes and diterpenoid acids. Induced oleoresinosis in grand fir (Abies grandis) provides a model system for studying the regulation of defensive terpene biosynthesis and for identifying relevant genes. The ecological relationships between conifers, beetle pests, beetle predators and fungal pathogens present several possible avenues for manipulating oleoresin composition to improve tree resistance. Possible examples include chemically disguising the host, adding toxins and altering the levels of pheromone precursors, attractants for predators or hormone mimics to disrupt insect development. Strategies and prospects for generating transgenic conifers with increased defense capability are discussed."
"Rethinking of botanical volatile organic compounds applied in food preservation: Challenges in acquisition, application, microbial inhibition and stimulation","Abstract
Background

With the rising demand of microbiologically and chemically safe food products, conventional chemical preservatives are gradually fading away from the interests of both researchers and consumers. Thus, natural products are considered as promising substitution, especially botanical volatile organic compounds (VOCs) with bio-compatibility, accessibility and practicability, which are found versatile in defending both foodborne pathogens and spoilage organisms.

Scope and approach

This article aims to comprehensively review the biosynthesis and antimicrobial mechanism of VOCs, collects and selects current and potential applications of VOCs in food pathogen control from both applied and basic research. Antimicrobial mechanisms of VOCs are divided into direct and indirect effects combined with summarization of potential VOCs candidates as antimicrobials. Biosynthesis and their rate-limited steps of VOCs in plants are systematically summarized in this review, furnishing a guideline for synthetic biology of VOC production. Challenges involving side-effects, microbial detoxification, toxicity, and acquisition of VOCs with possible solutions are elaborated.

Key findings and conclusions

Conceptual distinction is conducted between VOCs and essential oils (EOs), where synergetic and antagonistic effects of every single VOC component in EOs require more investigations. Synthetic biology enables large-scale production of VOCs instead of traditional extraction technique, however, detailed VOC biosynthesis pathway should be deciphered. Versatile applied platforms including modified atmosphere package, emulsion and coating are solutions for solving challenges impairing VOC practical application. Applied concentration and type of VOC directly influence on the safety and efficiency. Thus, strict regulation and safety assessment are demanded due to potential toxicity."
Structure and Dynamics of the Isoprenoid Pathway Network,"ABSTRACT

Isoprenoids are functionally and structurally the most diverse group of plant metabolites reported to date. They can function as primary metabolites, participating in essential plant cellular processes, and as secondary metabolites, of which many have substantial commercial, pharmacological, and agricultural value. Isoprenoid end products participate in plants in a wide range of physiological processes acting in them both synergistically, such as chlorophyll and carotenoids during photosynthesis, or antagonistically, such as gibberellic acid and abscisic acid during seed germination. It is therefore expected that fluxes via isoprenoid metabolic network are tightly controlled both temporally and spatially, and that this control occurs at different levels of regulation and in an orchestrated manner over the entire isoprenoid metabolic network. In this review, we summarize our current knowledge of the topology of the plant isoprenoid pathway network and its regulation at the gene expression level following diverse stimuli. We conclude by discussing agronomical and biotechnological applications emerging from the plant isoprenoid metabolism and provide an outlook on future directions in the systems analysis of the plant isoprenoid pathway network."
"Variation in the amino acids, volatile organic compounds and terpenes profiles in induced polyploids and in Solanum tuberosum varieties","Abstract

Polyploids often display a variety of phenotypic novelties when compared to their diploid progenitors, some of which may represent ecological advantages, especially regarding tolerance to biotic and abiotic factors. Plants cope with environmental factors by producing chemicals such as volatile organic compounds (VOCs) and specific amino acids (AAs). In potato, the third most important food crop in the world, gene introgression from diploid wild relative species into the genetic pool of the cultivated species (tetraploid) would be of great agronomical interest. The consequences of allopolyploidization on the potato VOCs and AAs profiles have not been yet analyzed. In this work, the effects of whole genome duplication on VOCs and AAs contents in leaves of potato allo- and autotetraploids and cultivated varieties were studied. The polyploids were obtained by chromosomal duplication of a genotype of the wild diploid species S. kurtzianum (autopolyploid model), and a diploid interspecific hybrid between the cultivated species S. tuberosum and S. kurtzianum (allopolyploid model). Almost all compounds levels varied greatly among these tetraploid lines; while all tetraploids showed higher contents of non-isoprenoids compounds than diploids, we found either increments or reductions in terpenes and AAs content. The results support the idea that genome duplication is a stochastic source of variability, which might be directly used for introgression in the 4x gene pool of the cultivated potato by sexual hybridization."
Volatile isoprenoids and their importance for protection against environmental constraints in the Mediterranean area,"Abstract

Among plant secondary metabolites, volatile isoprenoids have received increasing attention because they are involved in a range of physiological and ecological interactions, often helping plants cope with abiotic and biotic stressors, and potentially affecting the chemistry of the troposphere once they are emitted in the air. We review evidence about the beneficial functions of volatile isoprenoids in leaves, principally as antioxidants and membrane stabilizing agents, avoiding heat damage. Because the Mediterranean environment is characterized by prolonged dry and hot seasons, and recurrent heat-waves, we surmise that volatile isoprenoids are particularly widespread, and play an important physiological role, in Mediterranean woody plants. Based on a review of available inventories, isoprene emission characterizes deciduous woody plants, whereas evergreens are more often monoterpene emitters. Monoterpene emitters may be better fit to the Mediterranean climate, and, in general, to climate conditions favoring evergreens."
Volatile organic compound emission and residual substances from plants in light of the globally increasing CO2 level,"Abstract

Global carbon dioxide emission in the atmosphere is increasing in the last years more than ever with values of 414 ppm in July 2020. For plants, more CO2 in the air is beneficial because the rate of photosynthetic carbon fixation is increasing, which determines more biomass production. An increase in CO2 brings with it climate change, which includes global warming and extreme phenomena. Such stress factors affect the development and metabolic pathways of plants. To counteract the effects of abiotic and biotic stresses, plants used different defense strategies, including volatile organic compounds emission. Plants are emitting different compounds such as terpenes, aromatic compounds, alcohols, and aldehydes. There are many papers which are dealing with the emission of volatile compounds from plants under abiotic and biotic stresses. Our review is focused on the emission of volatile organic compounds from plants under climate change and their implication in atmospheric chemistry and human health."
Volatile organic compound emissions from Alnus glutinosa under interacting drought and herbivory stresses,"Abstract

Plant volatile organic compounds (VOCs) elicited in response to herbivory can serve as cues for parasitic and predatory insects, but the modification of VOC elicitation responses under interacting abiotic stresses is poorly known. We studied foliage VOC emissions in the deciduous tree Alnus glutinosa induced by feeding by the larvae of green alder sawfly (Monsoma pulveratum) under well-watered and drought-stressed conditions. Drought strongly curbed photosynthesis rate and stomatal conductance, but there were no effects of insect feeding on photosynthetic characteristics. Feeding induced emissions of volatile products of lipoxygenase pathway and monoterpenes, and emissions of stress marker compounds (E)-ß-ocimene and homoterpene DMNT. The emissions were more strongly elicited and reached a maximum value earlier in drought-stressed plants. In addition, methyl salicylate emissions were elicited in herbivory-fed drought-stressed plants. Herbivores were more strongly attracted to well-watered plants and consumed more than a four-fold greater fraction of leaf area than they consumed from drought-treated plants. Overall, this study demonstrates an important priming effect of drought, suggesting that plants under combined drought/herbivory stress are more resistant to herbivores."
Volatile profiling from heartwood of East Indian sandalwood tree,"Abstract
Background

Volatile aroma compounds are important characteristics determining essential oil quality. The heartwood of sandalwood tree, Santalum album L. deposits the sandalwood oil with enormous therapeutic potentials. The majority of the biological activities are attributed to the sesquiterpenoid alcohols i.e. santalols and hence, there is the need to explore the presence of other volatile bioactive constituents from heartwood.

Methods

We used a gas chromatography–mass spectrometry (GC–MS) method employing an ion trap quadrupole (ITQ) mass analyzer to identify and quantify volatiles from solvent extracted heartwood oil of the East Indian sandalwood tree, S. album L.

Results

A total of 46 constituents composed of a great variety of n-alkanes, sesquiterpenoids, fatty acids, aldehydes, naphthalene derivatives, methyl esters, alcohols, carotenoid degradation products, and acetates were identified. Oxygenated sesquiterpenoids, i.e., Z-a-santalol and epi-ß-santalol and sesquiterpene hydrocarbons were identified as the major constituents in the extracted oil.

Conclusion

Results indicate that GC–ITQ–MS is a robust tool for qualitative and quantitative analysis of volatile constituents of the heartwood of sandalwood tree. Furthermore, the constituents reported may lead to the discovery of novel phytopharmaceuticals from sandalwood tree."
Volatile science? Metabolic engineering of terpenoids in plants,"Terpenoids are important for plant survival and also possess biological properties that are beneficial to humans. Here, we describe the state of the art in terpenoid metabolic engineering, showing that significant progress has been made over the past few years. Subcellular targeting of enzymes has demonstrated that terpenoid precursors in subcellular compartments are not as strictly separated as previously thought and that multistep pathway engineering is feasible, even across cell compartments. These engineered plants show that insect behavior is influenced by terpenoids. In the future, we expect rapid progress in the engineering of terpenoid production in plants. In addition to commercial applications, such transgenic plants should increase our understanding of the biological relevance of these volatile secondary metabolites."
Yeast metabolic engineering – Targeting sterol metabolism and terpenoid formation,"Abstract

Terpenoids comprise various structures conferring versatile functions to eukaryotes, for example in the form of prenyl-anchors they attach proteins to membranes. The physiology of eukaryotic membranes is fine-tuned by another terpenoid class, namely sterols. Evidence is accumulating that numerous membrane proteins require specific sterol structural features for function. Moreover, sterols are intermediates in the synthesis of steroids serving as hormones in higher eukaryotes. Like steroids many compounds of the terpenoid family do not contribute to membrane architecture, but serve as signalling, protective or attractant/repellent molecules. Particularly plants have developed a plenitude of terpenoid biosynthetic routes branching off early in the sterol biosynthesis pathway and, thereby, forming one of the largest groups of naturally occurring organic compounds. Many of these aromatic and volatile molecules are interesting for industrial application ranging from foods to pharmaceuticals. Combining the fortunate situation that sterol biosynthesis is highly conserved in eukaryotes with the amenability of yeasts to genetic and metabolic engineering, basically all naturally occurring terpenoids might be produced involving yeasts. Such engineered yeasts are useful for the study of biological functions and molecular interactions of terpenoids as well as for the large-scale production of high-value compounds, which are unavailable in sufficient amounts from natural sources due to their low abundance."
Centella asiatica: phytochemistry and mechanisms of neuroprotection and cognitive enhancement,"This review describes in detail the phytochemistry and neurological effects of the medicinal herb Centella asiatica (L.) Urban. C. asiatica is a small perennial plant that grows in moist, tropical and sub-tropical regions throughout the world. Phytochemicals identified from C. asiatica to date include isoprenoids (sesquiterpenes, plant sterols, pentacyclic triterpenoids and saponins) and phenylpropanoid derivatives (eugenol derivatives, caffeoylquinic acids, and flavonoids). Contemporary methods for fingerprinting and characterization of compounds in C. asiatica extracts include liquid chromatography and/or ion mobility spectrometry in conjunction with high-resolution mass spectrometry. Multiple studies in rodent models, and a limited number of human studies, support C. asiatica’s traditional reputation as a cognitive enhancer, as well as its anxiolytic and anticonvulsant effects. Neuroprotective effects of C. asiatica are seen in several in vitro models, for example against beta amyloid toxicity, and appear to be associated with increased mitochondrial activity, improved antioxidant status, and/or inhibition of the pro-inflammatory enzyme, phospholipase A2. Neurotropic effects of C. asiatica include increased dendritic arborization and synaptogenesis, and may be due to modulations of signal transduction pathways such as ERK1/2 and Akt. Many of these neurotropic and neuroprotective properties of C. asiatica have been associated with the triterpene compounds asiatic acid, asiaticoside and madecassoside. More recently, caffeoylquinic acids are emerging as a second important group of active compounds in C. asiatica, with the potential of enhancing the Nrf2-antioxidant response pathway. The absorption, distribution, metabolism and excretion of the triterpenes, caffeoylquinic acids and flavonoids found in C. asiatica have been studied in humans and animal models, and the compounds or their metabolites found in the brain. This review highlights the remarkable potential for C. asiatica extracts and derivatives to be used in the treatment of neurological conditions, and considers the further research needed to actualize this possibility."
Thymus vulgaris L. (Thyme): In Vitro Culture and the Production of Secondary Metabolites,"
              Thymus is a perennial herb of the Labiatae family (Fig. 1A) and can grow to a height of some 30 cm. There are more than 100 varieties of Thymus distributed throughout Europe. It has dark green leaves and light mauve-pink flowers in early summer. Thyme is a good rock-garden plant, as it spreads easily. It originates on the coast of the Mediterranean Sea and in the region of Asia Minor. Now it is cultivated in numerous European countries, Russia, Canada, America, and some of the North African countries. Thyme is one of the great culinary and medicinal herbs, and is a classic constituent of a bouquet garni (Fleming 1990), but only a few species are used in the kitchen, e.g., common thyme (T. vulgaris) and lemon thyme (T. citriodorus.) The essential oil (Marhuenda et al. 1988; Blazquez and Zafra-Polo 1989) of thyme has also been reported to be effective in food preservatives, antioxidants (Farag et al. 1990), antimicrobials (Morris et al. 1979), breath-freshen- ing dentifrices (Ishikawa and Shibuya 1989), medical disinfectants, etc. In general, the dried leaves contain 0.7–2.5% dry wt. of the essential oil. The major components are thymol (15–62%), carvacrol (2–44%), p-cymene, and ?-terpinene. The typical chemical structure is shown in Fig. 2."
A genomics resource for investigating regulation of essential oil production in Lavandula angustifolia,"We are developing Lavandula angustifolia (lavender) as a model system for investigating molecular regulation of essential oil (a mixture of mono- and sesquiterpenes) production in plants. As an initial step toward building the necessary ‘genomics toolbox’ for this species, we constructed two cDNA libraries from lavender leaves and flowers, and obtained sequence information for 14,213 high-quality expressed sequence tags (ESTs). Based on homology to sequences present in GenBank, our EST collection contains orthologs for genes involved in the 1-deoxy-D-xylulose-5-phosphate (DXP) and the mevalonic acid (MVA) pathways of terpenoid biosynthesis, and for known terpene synthases and prenyl transferases. To gain insight into the regulation of terpene metabolism in lavender flowers, we evaluated the transcriptional activity of the genes encoding for 1-deoxy-D-xylulose-5-phosphate synthase (DXS) and HMG-CoA reductase (HMGR), which represent regulatory steps of the DXP and MVA pathways, respectively, in glandular trichomes (oil glands) by real-time PCR. While HMGR transcripts were barely detectable, DXS was heavily expressed in this tissue, indicating that essential oil constituents are predominantly produced through the DXP pathway in lavender glandular trichomes. As anticipated, the linalool synthase (LinS)—the gene responsible for the production of linalool, a major constituent of lavender essential oil—was also strongly expressed in glands. Surprisingly, the most abundant transcript in floral glandular trichomes corresponded to a sesquiterpene synthase (cadinene synthase, CadS), although sesquiterpenes are minor constituents of lavender essential oils. This result, coupled to the weak activity of the MVA pathway (the main route for sesquiterpene production) in trichomes, indicates that precursor supply may represent a bottleneck in the biosynthesis of sesquiterpenes in lavender flowers."
"Abscisic Acid and Fruit Ripening: Its Role in Grapevine Acclimation to the Environment, a Case of Study","The phytohormone abscisic acid (ABA) is a sesquiterpene (C15) produced not only in plants, but also by algae, fungi and bacteria. In higher plants, ABA is produced in plastids via the methyl erythritol phosphate that leads to carotene biosynthesis. ABA levels in plant tissues are regulated by biosynthesis, catabolism and reversible conjugation with glucose. Cell site of ABA synthesis is associated with its role in the control of stomata movement. ABA alleviates plant tissues from water stress by inducing stomata closure that hampers water restriction, although CO2 diffusion is also lessened and therefore photosynthesis limited. However, ABA is also critical for growth and yield under non-stressful conditions, and even it promotes growth and cropping under stressful situations and in different species by improving water use efficiency and dry matter accumulation. In fruits ABA participates in their growth, development and ripening, interplaying with other phytohormones and regulating a complex network of transcriptional factors. The control by ABA of grape berry ripening and its role in grapevines acclimation to solar ultraviolet-B and moderate water restriction is analyzed as a case of study. The results obtained involve crop increases as a result of fruit set stimulation, along with modulation in carbohydrate transport, enhancement of membrane stability via sterol biosynthesis, increase of antioxidant enzymes, and promotion of phloem tissue. ABA also induces production of metabolites with antioxidant properties, like phenolic and volatile organic compounds, in berry skins, so anticipating berry ripening and improving the fruit characteristics for high-quality winemaking."
An IDS-Type Sesquiterpene Synthase Produces the Pheromone Precursor (Z)-a-Bisabolene in Nezara viridula,"Insects use a wide range of structurally diverse pheromones for intra-specific communication. Compounds in the class of terpenes are emitted as sex, aggregation, alarm, or trail pheromones. Despite the common occurrence of terpene pheromones in different insect lineages, their origin from dietary host plant precursors or de novo biosynthetic pathways often remains unknown. Several stink bugs (Hemiptera: Pentatomidae) release bisabolene-type sesquiterpenes for aggregation and mating. Here we provide evidence for de novo biosynthesis of the sex pheromone trans-/cis-(Z)-a-bisabolene epoxide of the Southern green stink bug, Nezara viridula. We show that an enzyme (NvTPS) related to isoprenyl diphosphate synthases (IDSs) of the core terpene metabolic pathway functions as a terpene synthase (TPS), which converts the general intermediate (E,E)-farnesyl diphosphate (FPP) to the putative pheromone precursor (+)-(S,Z)-a-bisabolene in vitro and in protein lysates. A second identified IDS-type protein (NvFPPS) makes the TPS substrate (E,E)-FPP and functions as a bona fide FPP synthase. NvTPS is highly expressed in male epidermal tissue associated with the cuticle of ventral sternites, which is in agreement with the male specific release of the pheromone from glandular cells in this tissue. Our study supports findings of the function of similar TPS enzymes in the biosynthesis of aggregation pheromones from the pine engraver beetle Ips pini, the striped flea beetle Phyllotreta striolata, and the harlequin bug Murgantia histrionica, and hence provides growing evidence for the evolution of terpene de novo biosynthesis by IDS-type TPS families in insects."
"Analysis of expressed sequence tags from Actinidia: applications of a cross species EST database for gene discovery in the areas of flavor, health, color and ripening","Kiwifruit (Actinidia spp.) are a relatively new, but economically important crop grown in many different parts of the world. Commercial success is driven by the development of new cultivars with novel consumer traits including flavor, appearance, healthful components and convenience. To increase our understanding of the genetic diversity and gene-based control of these key traits in Actinidia, we have produced a collection of 132,577 expressed sequence tags (ESTs)."
Anemia tomentosa var. anthriscifolia in vitro culture: sporophyte development and volatile compound profile of an aromatic fern,"Anemia tomentosa var. anthriscifolia is an aromatic fern with a pleasant woody aroma and antimycobacterial activity. In this paper, we describe for the first time its spore-derived gametophyte development and the effect of indole-3-acetic acid and jasmonic acid on in vitro gametophyte/sporophyte development, as well as volatile compound production. Volatiles were obtained by simultaneous distillation and extraction (SDE) and analyzed by high resolution gas chromatography coupled with mass spectrometry. Spore-derived gametophytes were able to develop into sporophytes independently of the media culture composition, even when no plant growth regulator was added. Fifty different substances were detected in all in vitro A. tomentosa SDE extracts, while 20 were detected in the wild SDE plant extract. Monoterpenes were more prevalent (69.8–89.8%) than sesquiterpenes (9.4–28.7%) in in vitro plants, while sesquiterpenes represent 97.5% of the volatiles produced by the wild-grown plants. The major monoterpene components in in vitro plants were a-pinene (9.3–24.3%), trans-pinocarveol (20.6–27.9%), pinocarvone (15.4–25.1%) and myrtenyl acetate (6.4–12.3%). The triquinane sesquiterpenes silphiperfol-6-ene (0.6–2.9%), a-guaiene (0.5–2.5%), ß-barbatene (1.1–3.9%) and 9-epi-presilphiperfolan-1-ol (2.5–5.6%) represent the most abundant sesquiterpenes. The changes in the monoterpene/sesquiterpene rates between micropropagated and wild plants are not related to the presence of JA or IAA in the media culture. Further studies are still needed to obtain a complete understanding of the factors leading to these results, which could be related to differences in the irradiance levels of in vitro plants versus those from a wild environment, as well as the developmental stage of the plants. This is the first report of the use of plant growth regulators on Anemia tomentosa in vitro culture development and their effects on volatile profiles."
Apocarotenoids: A New Carotenoid-Derived Pathway,"Carotenoids are precursors of carotenoid derived molecules termed apocarotenoids, which include isoprenoids with important functions in plant-environment interactions such as the attraction of pollinators and the defense against pathogens and herbivores. Apocarotenoids also include volatile aromatic compounds that act as repellents, chemoattractants, growth simulators and inhibitors, as well as the phytohormones abscisic acid and strigolactones. In plants, apocarotenoids can be found in several types of plastids (etioplast, leucoplast and chromoplast) and among different plant tissues such as flowers and roots. The structural similarity of some flower and spice isoprenoid volatile organic compounds (ß-ionone and safranal) to carotenoids has led to the recent discovery of carotenoid-specific cleavage oxygenases, including carotenoid cleavage dioxygenases and 9-cis-epoxydioxygenases, which tailor and transform carotenoids into apocarotenoids. The great diversity of apocarotenoids is a consequence of the huge amount of carotenoid precursors, the variations in specific cleavage sites and the modifications after cleavage. Lycopene, ß-carotene and zeaxanthin are the precursors of the main apocarotenoids described to date, which include bixin, crocin, picrocrocin, abscisic acid, strigolactone and mycorradicin."
"Apocarotenoids: hormones, mycorrhizal metabolites and aroma volatiles","Apocarotenoids are tailored from carotenoids by oxidative enzymes [carotenoid cleavage oxygenases (CCOs)], cleaving specific double bonds of the polyene chain. The cleavage products can act as hormones, signaling compounds, chromophores and scent/aroma constituents. Recent advances were the identification of strigolactones as apocarotenoids and the description of their novel role as shoot branching inhibitor hormones. Strigolactones are also involved in plant signaling to both harmful (parasitic weeds) and beneficial [arbuscular mycorrhizal (AM) fungi] rhizosphere residents. This review describes the progress in the characterization of CCOs, termed CCDs and NCEDs, in plants. It highlights the importance of sequential cleavage reactions of C40 carotenoid precursors, the apocarotenoid cleavage oxygenase (ACO) nature of several CCOs and the topic of compartmentation. Work on the biosynthesis of abundant C13 cyclohexenone and C14 mycorradicin apocarotenoids in mycorrhizal roots has revealed a new role of CCD1 as an ACO of C27 apocarotenoid intermediates, following their predicted export from plastid to cytosol. Manipulation of the AM-induced apocarotenoid pathway further suggests novel roles of C13 apocarotenoids in controlling arbuscule turnover in the AM symbiosis. CCD7 has been established as a biosynthetic crosspoint, controlling both strigolactone and AM-induced C13 apocarotenoid biosynthesis. Interdependence of the two apocarotenoid pathways may thus play a role in AM-mediated reduction of parasitic weed infestations. Potential scenarios of C13 scent/aroma volatile biogenesis are discussed, including the novel mechanism revealed from mycorrhizal roots. The recent progress in apocarotenoid research opens up new perspectives for fundamental work, but has also great application potential for the horticulture, food and fragrance industries."
"Artemisia annua L. and photoresponse: from artemisinin accumulation, volatile profile and anatomical modifications to gene expression","Blue and yellow light affected metabolism and the morphology. Blue and red promote the DOXP/MEP pathway. ADS gene expression was increased in plants cultivated under blue, promoting artemisinin content."
Bioinformatics approach to understand nature’s unified mechanism of stereo-divergent synthesis of isoprenoid skeletons,"In isoprenoid metabolism, cyclisation is the important gateway to chemical diversity. Terpene synthase is responsible for the cyclisation of a few universal substrates forming hundreds of often stereo-chemically complex mono- and poly-cyclic terpene hydrocarbons with a broad spectrum of functions in pharmaceuticals, flavours and fragrance industry. Although they are discovered and characterised mainly from plants and fungi, yet only a small share of bacterial terpenes has been investigated so far owing to their low level of expression in wild-type microorganisms. Extensive bacterial genome mining has revealed a treasure trove of terpene synthase genes and their regulated heterologous overexpression has pitched-in to describe the biochemical function of putative genes and sequester new terpene metabolites. This review deals with the modern genome mining techniques and molecular methods, providing more experimental tools for studying the structure and functions of terpenoid metabolites and strongly supports the idea that genome mining is a utile approach in deciphering the terpenoid diversity in bacteria."
"Bioproducts, Biofuels, and Perfumes: Conifer Terpene Synthases and their Potential for Metabolic Engineering","Conifer trees, including the economically and ecologically important pine (Pinus), spruce (Picea), and fir (Abies) species, produce large amounts of oleoresin terpenoids as a defense against herbivores and pathogens. Due to the structural diversity of oleoresin terpenoids and their various chemical and physical properties, which range from solid and viscous resins to liquids and volatiles, many of these compounds are useful to humans for the production of therapeutics, fragrances and flavors, biofuels, and fine chemicals. In this chapter, we feature three examples of conifer terpenoids, the diterpene resin acids (DRA), the sesquiterpene E-a-bisabolene, and the diterpenol cis-abienol, to highlight the versatile utility of conifer terpenoids as renewable bioproducts. We focus on recent research progress on conifer terpene synthases (TPS) which produce a wealth of terpene scaffolds in nature. Our recent advances in conifer transcriptome and genome sequencing as well as metabolite analyses have accelerated discovery and definitive functional annotation of terpenoid pathway genes. New insights into the evolutionary diversification of conifer TPS, their modular organization, and dynamic expression will be fundamental to advance metabolic engineering and synthetic biology platforms for high-value terpenoids."
Bio-solar cell factories for photosynthetic isoprenoids production,Photosynthetic production of isoprenoids in cyanobacteria is considered in terms of metabolic engineering and biological importance.
Biosynthesis and Biological Functions of Terpenoids in Plants,This work was supported by the National Science Foundation MCB grant 0950865.
Biosynthesis and engineering of isoprenoid small molecules,"Isoprenoid secondary metabolites are a rich source of commercial products that have not been fully explored. At present, there are isoprenoid products used in cancer therapy, the treatment of infectious diseases, and crop protection. All isoprenoids share universal prenyl diphosphate precursors synthesized via two distinct pathways. From these universal precursors, the biosynthetic pathways to specific isoprenoids diverge resulting in a staggering array of products. Taking advantage of this diversity has been the focus of much effort in metabolic engineering heterologous hosts. In addition, the engineering of the mevalonate pathway has increased levels of the universal precursors available for heterologous production. Finally, we will describe the efforts to produce to commercial terpenoids, paclitaxel and artemisinin."
Biosynthesis and function of terpenoid defense compounds in maize (Zea mays),Maize produces an array of herbivore-induced terpene volatiles that attract parasitoids to infested plants and a suite of pathogen-induced non-volatile terpenoids with antimicrobial activity to defend against pests.
Biosynthesis of Carotenoids in Plants: Enzymes and Color,"Carotenoids are the most important biocolor isoprenoids responsible for yellow, orange and red colors found in nature. In plants, they are synthesized in plastids of photosynthetic and sink organs and are essential molecules for photosynthesis, photo-oxidative damage protection and phytohormone synthesis. Carotenoids also play important roles in human health and nutrition acting as vitamin A precursors and antioxidants. Biochemical and biophysical approaches in different plants models have provided significant advances in understanding the structural and functional roles of carotenoids in plants as well as the key points of regulation in their biosynthesis. To date, different plant models have been used to characterize the key genes and their regulation, which has increased the knowledge of the carotenoid metabolic pathway in plants. In this chapter a description of each step in the carotenoid synthesis pathway is presented and discussed."
Biosynthesis of Lower Terpenoids: Genetic and Physiological Controls in Woody Plants,"Biosynthesis of lower terpenoids has been studied in maritime pine (Pinus pinaster) using three complementary approaches: (a) biochemistry, (b) electron microscopy, and (c) cell-free systems. Monoterpene hydrocarbon synthesis is performed by the transitory activity of a specific organelle—the leucoplast. Monogenic control of terpenes is expressed differently in primary and secondary structures. In needles, sesquiterpene production is continuous. The cyclization processes take place in endomembranes, presumably in the endoplasmic reticulum. The role of C10 and C15 acyclic compounds is demonstrated by in vivo and in vitro results. The existence of six major genes, each controlling the level of one terpene, has been demonstrated and some practical applications developed. The cell regulation of terpene biosynthesis is disturbed by various aggressions which induce either stimulation of quiescent specialized cells or delocalized synthesis."
Biosynthesis of Plant-Derived Odorants,"Plants produce thousands of structurally diverse volatile signal compounds to attract pollinating insects and seed dispersing animals. These compounds are often perceived by humans as a specific fruit or vegetable aroma. Many of these volatiles serve also as defense substances against fungi, bacteria, viruses, and herbivores. The knowledge of precursors and pathways leading to the formation of volatiles in fruits and vegetables has considerably progressed during the last years because of the use of molecular and biochemical techniques. In vitro characterization of the heterologously expressed enzymes has helped clarify the pathways of volatile formation. This chapter will, therefore, provide an overview of biosynthetic sequences and construction mechanisms that are illustrated in most cases using detailed reaction schemes. The various compounds are predominantly ordered according to the biosynthetic pathway that is used in plants to synthesize them and are grouped into carbohydrate-, lipid-, and amino-acid-derived odorants, terpenoids, and glycosidically bound odorants."
